disease,miRNA,disease_idx,miRNA_idx,label
Cholangiocarcinoma,hsa-mir-29b,26,369,1
Colon Neoplasms,hsa-mir-29b,29,369,1
Colorectal Carcinoma,hsa-mir-29b,30,369,1
Crohn Disease,hsa-mir-29b,32,369,1
Diabetes Mellitus,hsa-mir-29b,34,369,1
"Diabetes Mellitus, Type 2",hsa-mir-29b,36,369,1
Diabetic Retinopathy,hsa-mir-29b,300,369,1
Ewing Sarcoma,hsa-mir-29b,188,369,1
"Fatty Liver, Non-Alcoholic",hsa-mir-29b,41,369,1
Gastric Neoplasms,hsa-mir-29b,42,369,1
Glaucoma,hsa-mir-29b,196,369,1
Glioblastoma,hsa-mir-29b,43,369,1
Glioma,hsa-mir-29b,44,369,1
Granular Corneal Dystrophy,hsa-mir-29b,452,369,1
Hearing Loss,hsa-mir-29b,306,369,1
Heart Failure,hsa-mir-29b,47,369,1
Hematologic Neoplasms,hsa-mir-29b,200,369,1
Hereditary Breast Carcinoma,hsa-mir-29b,203,369,1
Infection,hsa-mir-29b,426,369,1
Inflammation,hsa-mir-29b,211,369,1
"Leukemia, Biphenotypic, Acute",hsa-mir-29b,393,369,1
"Leukemia, Lymphoblastic, Acute",hsa-mir-29b,57,369,1
"Leukemia, Lymphocytic, Chronic, B-Cell",hsa-mir-29b,59,369,1
Liver Cirrhosis,hsa-mir-29b,226,369,1
Liver Fibrosis,hsa-mir-29b,361,369,1
Lung Neoplasms,hsa-mir-29b,69,369,1
Lymphoma,hsa-mir-29b,71,369,1
"Lymphoma, Burkitt",hsa-mir-29b,233,369,1
Malignant Neoplasms,hsa-mir-29b,341,369,1
Melanoma,hsa-mir-29b,76,369,1
Meningioma,hsa-mir-29b,586,369,1
Multiple Myeloma,hsa-mir-29b,79,369,1
Myelodysplastic Syndromes,hsa-mir-29b,82,369,1
Myocardial Infarction,hsa-mir-29b,83,369,1
Neoplasms,hsa-mir-29b,85,369,1
Neuroblastoma,hsa-mir-29b,363,369,1
Obesity,hsa-mir-29b,87,369,1
Osteogenesis Imperfecta,hsa-mir-29b,601,369,1
Osteosarcoma,hsa-mir-29b,259,369,1
Ovarian Neoplasms,hsa-mir-29b,88,369,1
Pancreatic Neoplasms,hsa-mir-29b,89,369,1
Parkinson Disease,hsa-mir-29b,90,369,1
Peritoneal Dialysis Failure,hsa-mir-29b,613,369,1
Preeclampsia,hsa-mir-29b,96,369,1
Prion Diseases,hsa-mir-29b,320,369,1
Prostate Neoplasms,hsa-mir-29b,99,369,1
Pterygium,hsa-mir-29b,418,369,1
Pulmonary Hypertension,hsa-mir-29b,268,369,1
Schizophrenia,hsa-mir-29b,103,369,1
"Shock, Septic",hsa-mir-29b,812,369,1
Spinal Cord Injuries,hsa-mir-29b,106,369,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-29b,273,369,1
"Squamous Cell Carcinoma, Oral",hsa-mir-29b,276,369,1
"Squamous Cell Carcinoma, Tongue",hsa-mir-29b,429,369,1
Stroke,hsa-mir-29b,110,369,1
Systemic Lupus Erythematosus,hsa-mir-29b,112,369,1
Thyroid Neoplasms,hsa-mir-29b,113,369,1
Uterine Corpus Choriocarcinoma,hsa-mir-29b,648,369,1
Uterine Leiomyoma,hsa-mir-29b,442,369,1
Viral Infectious Disease,hsa-mir-29b,325,369,1
Wound Healing,hsa-mir-29b,443,369,1
Acquired Immunodeficiency Syndrome,hsa-mir-29b-1,330,370,1
Alzheimer Disease,hsa-mir-29b-1,5,370,1
"Aortic Aneurysm, Thoracic",hsa-mir-29b-1,753,370,1
Atherosclerosis,hsa-mir-29b-1,11,370,1
Biliary Atresia,hsa-mir-29b-1,493,370,1
Bladder Neoplasms,hsa-mir-29b-1,14,370,1
Breast Neoplasms,hsa-mir-29b-1,15,370,1
"Carcinoma, Hepatocellular",hsa-mir-29b-1,18,370,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-29b-1,20,370,1
"Carcinoma, Lung, Small-Cell",hsa-mir-29b-1,147,370,1
Colon Neoplasms,hsa-mir-29b-1,29,370,1
Diabetic Nephropathy,hsa-mir-29b-1,176,370,1
Eosinophilic Esophagitis,hsa-mir-29b-1,39,370,1
Glioblastoma,hsa-mir-29b-1,43,370,1
Heart Failure,hsa-mir-29b-1,47,370,1
Hepatitis C Virus Infection,hsa-mir-29b-1,49,370,1
Ischemia,hsa-mir-29b-1,340,370,1
Kidney Diseases,hsa-mir-29b-1,220,370,1
"Leukemia, Lymphocytic, Chronic, B-Cell",hsa-mir-29b-1,59,370,1
"Leukemia, Myeloid, Acute",hsa-mir-29b-1,60,370,1
"Leukemia, Myeloid, Chronic-Phase",hsa-mir-29b-1,63,370,1
"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",hsa-mir-29b-1,67,370,1
Liver Cirrhosis,hsa-mir-29b-1,226,370,1
Liver Diseases,hsa-mir-29b-1,227,370,1
Lung Neoplasms,hsa-mir-29b-1,69,370,1
"Lymphoma, B-Cell",hsa-mir-29b-1,72,370,1
Melanoma,hsa-mir-29b-1,76,370,1
Multiple Myeloma,hsa-mir-29b-1,79,370,1
Multiple Sclerosis,hsa-mir-29b-1,80,370,1
"Muscular Dystrophy, Duchenne",hsa-mir-29b-1,247,370,1
Myocardial Infarction,hsa-mir-29b-1,83,370,1
Myotonic Muscular Dystrophy,hsa-mir-29b-1,348,370,1
Neoplasms,hsa-mir-29b-1,85,370,1
Nervous System Diseases,hsa-mir-29b-1,362,370,1
Osteosarcoma,hsa-mir-29b-1,259,370,1
Ovarian Neoplasms,hsa-mir-29b-1,88,370,1
Pancreatic Neoplasms,hsa-mir-29b-1,89,370,1
Parkinson Disease,hsa-mir-29b-1,90,370,1
Preeclampsia,hsa-mir-29b-1,96,370,1
Prostate Neoplasms,hsa-mir-29b-1,99,370,1
Renal Fibrosis,hsa-mir-29b-1,419,370,1
Retinoblastoma,hsa-mir-29b-1,101,370,1
Rhabdomyosarcoma,hsa-mir-29b-1,322,370,1
Schizophrenia,hsa-mir-29b-1,103,370,1
"Scleroderma, Systemic",hsa-mir-29b-1,272,370,1
Systemic Lupus Erythematosus,hsa-mir-29b-1,112,370,1
Urinary Bladder Cancer,hsa-mir-29b-1,114,370,1
Acute Brucellosis,hsa-mir-126,471,94,1
Acute Heart Failure,hsa-mir-126,1,94,1
Acute Myocardial Infarction,hsa-mir-126,3,94,1
"Adenocarcinoma, Esophageal",hsa-mir-126,351,94,1
"Adenocarcinoma, Lung",hsa-mir-126,121,94,1
"Adenocarcinoma, Prostate",hsa-mir-126,475,94,1
Age-Related Macular Degeneration,hsa-mir-126,124,94,1
Allergic Asthma,hsa-mir-126,125,94,1
Allergic Rhinitis,hsa-mir-126,4,94,1
Allergy,hsa-mir-126,445,94,1
Angiosarcoma,hsa-mir-126,127,94,1
"Aortic Aneurysm, Abdominal",hsa-mir-126,128,94,1
Aplastic Anemia,hsa-mir-126,129,94,1
Arteriosclerosis Obliterans,hsa-mir-126,130,94,1
Asthma,hsa-mir-126,10,94,1
Atherosclerosis,hsa-mir-126,11,94,1
Atrial Fibrillation,hsa-mir-126,131,94,1
Autoimmune Diseases,hsa-mir-126,290,94,1
Bladder Neoplasms,hsa-mir-126,14,94,1
Brain Disease,hsa-mir-126,135,94,1
Breast Neoplasms,hsa-mir-126,15,94,1
"Carcinoma, Adrenocortical",hsa-mir-126,16,94,1
"Carcinoma, Breast",hsa-mir-126,139,94,1
"Carcinoma, Breast, Triple Negative",hsa-mir-126,140,94,1
"Carcinoma, Cervical",hsa-mir-126,141,94,1
"Carcinoma, Colon",hsa-mir-126,142,94,1
"Carcinoma, Esophageal",hsa-mir-126,17,94,1
"Carcinoma, Gastric",hsa-mir-126,144,94,1
"Carcinoma, Hepatocellular",hsa-mir-126,18,94,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-126,20,94,1
"Carcinoma, Oral",hsa-mir-126,149,94,1
"Carcinoma, Ovarian, Clear Cell",hsa-mir-126,508,94,1
"Carcinoma, Renal Cell",hsa-mir-126,21,94,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-126,155,94,1
"Carcinoma, Thyroid",hsa-mir-126,460,94,1
Cardiomegaly,hsa-mir-126,294,94,1
"Cardiomyopathy, Dilated",hsa-mir-126,160,94,1
"Cardiomyopathy, Ischemic",hsa-mir-126,449,94,1
Cardiovascular Diseases,hsa-mir-126,23,94,1
Cholangiocarcinoma,hsa-mir-126,26,94,1
Chondrosarcoma,hsa-mir-126,354,94,1
Chronic Heart Failure,hsa-mir-126,422,94,1
Chronic Kidney Disease,hsa-mir-126,167,94,1
Chronic Obstructive Pulmonary Disease,hsa-mir-126,168,94,1
"Colitis, Ulcerative",hsa-mir-126,169,94,1
Colon Neoplasms,hsa-mir-126,29,94,1
Colorectal Adenocarcinoma,hsa-mir-126,170,94,1
Colorectal Carcinoma,hsa-mir-126,30,94,1
Coronary Artery Disease,hsa-mir-126,31,94,1
Coxsackievirus Infection,hsa-mir-126,530,94,1
Crohn Disease,hsa-mir-126,32,94,1
Dengue Virus Infection,hsa-mir-126,33,94,1
Diabetes Mellitus,hsa-mir-126,34,94,1
"Diabetes Mellitus, Gestational",hsa-mir-126,533,94,1
"Diabetes Mellitus, Type 2",hsa-mir-126,36,94,1
Diabetic Foot,hsa-mir-126,346,94,1
Diabetic Retinopathy,hsa-mir-126,300,94,1
Early-Stage Non-Small-Cell Lung Carcinoma,hsa-mir-126,182,94,1
Endocrine Gland Neoplasms,hsa-mir-126,759,94,1
Endometriosis,hsa-mir-126,38,94,1
Esophageal Neoplasms,hsa-mir-126,186,94,1
Essential Hypertension,hsa-mir-126,187,94,1
Gastric Neoplasms,hsa-mir-126,42,94,1
Gastrointestinal Neoplasms,hsa-mir-126,193,94,1
Giant Cell Tumor of Bone,hsa-mir-126,195,94,1
Glioblastoma,hsa-mir-126,43,94,1
Glioma,hsa-mir-126,44,94,1
Heart Failure,hsa-mir-126,47,94,1
Hemangioma,hsa-mir-126,48,94,1
Hepatic Ischemia-Reperfusion Injury,hsa-mir-126,685,94,1
Hepatitis C Virus Infection,hsa-mir-126,49,94,1
Human Immunodeficiency Virus Infection,hsa-mir-126,50,94,1
Hyperglycemia,hsa-mir-126,388,94,1
Hypertension,hsa-mir-126,51,94,1
Immune System Disease,hsa-mir-126,425,94,1
Inflammation,hsa-mir-126,211,94,1
Influenza,hsa-mir-126,212,94,1
Intermittent Claudication,hsa-mir-126,339,94,1
Intracerebral Hemorrhage,hsa-mir-126,574,94,1
Ischemia,hsa-mir-126,340,94,1
Ischemia-Reperfusion Injury,hsa-mir-126,218,94,1
Kidney Diseases,hsa-mir-126,220,94,1
Kidney Injury,hsa-mir-126,221,94,1
Leishmaniasis,hsa-mir-126,578,94,1
Leukemia,hsa-mir-126,55,94,1
"Leukemia, B-Cell",hsa-mir-126,312,94,1
"Leukemia, Lymphoblastic",hsa-mir-126,56,94,1
"Leukemia, Lymphoblastic, Acute",hsa-mir-126,57,94,1
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",hsa-mir-126,582,94,1
"Leukemia, Myeloid, Acute",hsa-mir-126,60,94,1
"Leukemia, Promyelocytic, Acute",hsa-mir-126,64,94,1
"Leukemia-Lymphoma, Precursor B-Cell Lymphoblastic",hsa-mir-126,66,94,1
"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",hsa-mir-126,67,94,1
Liver Cirrhosis,hsa-mir-126,226,94,1
Liver Neoplasms,hsa-mir-126,229,94,1
Lung Neoplasms,hsa-mir-126,69,94,1
Lymphoma,hsa-mir-126,71,94,1
"Lymphoma, Large B-Cell, Diffuse",hsa-mir-126,234,94,1
"Lymphoma, T-Cell, Cutaneous",hsa-mir-126,457,94,1
Malignant Neoplasms,hsa-mir-126,341,94,1
Medulloblastoma,hsa-mir-126,314,94,1
Melanoma,hsa-mir-126,76,94,1
Mesothelioma,hsa-mir-126,77,94,1
Multiple Sclerosis,hsa-mir-126,80,94,1
Muscle Atrophy,hsa-mir-126,244,94,1
Myeloma,hsa-mir-126,249,94,1
Myeloproliferative Neoplasms,hsa-mir-126,250,94,1
Myocardial Infarction,hsa-mir-126,83,94,1
Neoplasms,hsa-mir-126,85,94,1
"Neovascularization, Pathologic",hsa-mir-126,440,94,1
Non-Neoplastic Diseases,hsa-mir-126,255,94,1
Obesity,hsa-mir-126,87,94,1
Osteosarcoma,hsa-mir-126,259,94,1
Ovarian Neoplasms,hsa-mir-126,88,94,1
Pancreatic Adenocarcinoma,hsa-mir-126,261,94,1
Pancreatic Neoplasms,hsa-mir-126,89,94,1
Parathyroid Carcinoma,hsa-mir-126,804,94,1
Parkinson Disease,hsa-mir-126,90,94,1
Peripheral Vascular Disease,hsa-mir-126,263,94,1
Pleural Mesothelioma,hsa-mir-126,343,94,1
Preeclampsia,hsa-mir-126,96,94,1
Prolactinoma,hsa-mir-126,771,94,1
Prostate Neoplasms,hsa-mir-126,99,94,1
Rheumatoid Arthritis,hsa-mir-126,102,94,1
"Shock, Hemorrhagic",hsa-mir-126,847,94,1
Sjogren Syndrome,hsa-mir-126,105,94,1
Spinal Cord Injuries,hsa-mir-126,106,94,1
"Squamous Cell Carcinoma, Cerevial",hsa-mir-126,407,94,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-126,109,94,1
"Squamous Cell Carcinoma, Lung",hsa-mir-126,275,94,1
"Squamous Cell Carcinoma, Oral",hsa-mir-126,276,94,1
Status Epilepticus,hsa-mir-126,638,94,1
Stroke,hsa-mir-126,110,94,1
"Stroke, Ischemic",hsa-mir-126,111,94,1
Systemic Lupus Erythematosus,hsa-mir-126,112,94,1
Thrombosis,hsa-mir-126,643,94,1
Thyroid Neoplasms,hsa-mir-126,113,94,1
Traumatic Brain Injury,hsa-mir-126,280,94,1
Urinary Bladder Cancer,hsa-mir-126,114,94,1
Vascular Disease,hsa-mir-126,286,94,1
Vasomotor Rhinitis,hsa-mir-126,776,94,1
White Spot Syndrome Virus Infection,hsa-mir-126,650,94,1
Acute Brucellosis,hsa-mir-4753,471,678,1
Acute Cerebral Infarction,hsa-mir-124-1,0,71,1
Alzheimer Disease,hsa-mir-124-1,5,71,1
Astrocytoma,hsa-mir-124-1,446,71,1
Breast Neoplasms,hsa-mir-124-1,15,71,1
"Carcinoma, Hepatocellular",hsa-mir-124-1,18,71,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-124-1,20,71,1
"Carcinoma, Renal Cell",hsa-mir-124-1,21,71,1
Cerebral Ischemia,hsa-mir-124-1,296,71,1
Cholangiocarcinoma,hsa-mir-124-1,26,71,1
Cocaine Abuse,hsa-mir-124-1,523,71,1
Colorectal Carcinoma,hsa-mir-124-1,30,71,1
Endometrial Neoplasms,hsa-mir-124-1,183,71,1
Gastric Neoplasms,hsa-mir-124-1,42,71,1
Gastrointestinal Neoplasms,hsa-mir-124-1,193,71,1
Glioblastoma,hsa-mir-124-1,43,71,1
Glioma,hsa-mir-124-1,44,71,1
"Leukemia, Myeloid, Acute",hsa-mir-124-1,60,71,1
Lung Neoplasms,hsa-mir-124-1,69,71,1
Lymphoma,hsa-mir-124-1,71,71,1
Medulloblastoma,hsa-mir-124-1,314,71,1
Melanoma,hsa-mir-124-1,76,71,1
Myelodysplastic Syndromes,hsa-mir-124-1,82,71,1
Neuroblastoma,hsa-mir-124-1,363,71,1
Neuropsychiatric Disorders,hsa-mir-124-1,400,71,1
Pancreatic Neoplasms,hsa-mir-124-1,89,71,1
Prostate Neoplasms,hsa-mir-124-1,99,71,1
Retinoblastoma,hsa-mir-124-1,101,71,1
Rheumatoid Arthritis,hsa-mir-124-1,102,71,1
Sepsis,hsa-mir-124-1,104,71,1
"Squamous Cell Carcinoma, Skin or Unspecific",hsa-mir-124-1,637,71,1
Stroke,hsa-mir-124-1,110,71,1
Acute Cerebral Infarction,hsa-mir-124-2,0,72,1
Alzheimer Disease,hsa-mir-124-2,5,72,1
Astrocytoma,hsa-mir-124-2,446,72,1
Breast Neoplasms,hsa-mir-124-2,15,72,1
"Carcinoma, Hepatocellular",hsa-mir-124-2,18,72,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-124-2,20,72,1
"Carcinoma, Renal Cell",hsa-mir-124-2,21,72,1
Cerebral Ischemia,hsa-mir-124-2,296,72,1
Cholangiocarcinoma,hsa-mir-124-2,26,72,1
Cocaine Abuse,hsa-mir-124-2,523,72,1
Colorectal Carcinoma,hsa-mir-124-2,30,72,1
Endometrial Neoplasms,hsa-mir-124-2,183,72,1
Gastric Neoplasms,hsa-mir-124-2,42,72,1
Gastrointestinal Neoplasms,hsa-mir-124-2,193,72,1
Glioblastoma,hsa-mir-124-2,43,72,1
Glioma,hsa-mir-124-2,44,72,1
Lung Neoplasms,hsa-mir-124-2,69,72,1
Medulloblastoma,hsa-mir-124-2,314,72,1
Melanoma,hsa-mir-124-2,76,72,1
Myelodysplastic Syndromes,hsa-mir-124-2,82,72,1
Neuroblastoma,hsa-mir-124-2,363,72,1
Pancreatic Neoplasms,hsa-mir-124-2,89,72,1
Prostate Neoplasms,hsa-mir-124-2,99,72,1
Retinoblastoma,hsa-mir-124-2,101,72,1
Rheumatoid Arthritis,hsa-mir-124-2,102,72,1
Sepsis,hsa-mir-124-2,104,72,1
"Squamous Cell Carcinoma, Skin or Unspecific",hsa-mir-124-2,637,72,1
Stroke,hsa-mir-124-2,110,72,1
Acute Cerebral Infarction,hsa-mir-124-3,0,73,1
Alzheimer Disease,hsa-mir-124-3,5,73,1
Astrocytoma,hsa-mir-124-3,446,73,1
Breast Neoplasms,hsa-mir-124-3,15,73,1
"Carcinoma, Hepatocellular",hsa-mir-124-3,18,73,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-124-3,20,73,1
"Carcinoma, Renal Cell",hsa-mir-124-3,21,73,1
Cocaine Abuse,hsa-mir-124-3,523,73,1
Colorectal Carcinoma,hsa-mir-124-3,30,73,1
Endometrial Neoplasms,hsa-mir-124-3,183,73,1
Gastric Neoplasms,hsa-mir-124-3,42,73,1
Gastrointestinal Neoplasms,hsa-mir-124-3,193,73,1
Glioblastoma,hsa-mir-124-3,43,73,1
Glioma,hsa-mir-124-3,44,73,1
Lung Neoplasms,hsa-mir-124-3,69,73,1
Medulloblastoma,hsa-mir-124-3,314,73,1
Melanoma,hsa-mir-124-3,76,73,1
Myelodysplastic Syndromes,hsa-mir-124-3,82,73,1
Neuroblastoma,hsa-mir-124-3,363,73,1
Pancreatic Neoplasms,hsa-mir-124-3,89,73,1
Prostate Neoplasms,hsa-mir-124-3,99,73,1
Retinoblastoma,hsa-mir-124-3,101,73,1
Rheumatoid Arthritis,hsa-mir-124-3,102,73,1
Stroke,hsa-mir-124-3,110,73,1
Acute Cerebral Infarction,hsa-mir-146a,0,206,1
Acute Coronary Syndrome,hsa-mir-146a,117,206,1
"Adenocarcinoma, Lung",hsa-mir-146a,121,206,1
Alcohol Use Disorder,hsa-mir-146a,373,206,1
Allergic Rhinitis,hsa-mir-146a,4,206,1
Allergy,hsa-mir-146a,445,206,1
Alzheimer Disease,hsa-mir-146a,5,206,1
Amyotrophic Lateral Sclerosis,hsa-mir-146a,126,206,1
Ankylosing Spondylitis,hsa-mir-146a,288,206,1
"Aortic Aneurysm, Abdominal",hsa-mir-146a,128,206,1
Arthritis,hsa-mir-146a,374,206,1
Asthma,hsa-mir-146a,10,206,1
Astrocytoma,hsa-mir-146a,446,206,1
Atherosclerosis,hsa-mir-146a,11,206,1
Atrial Fibrillation,hsa-mir-146a,131,206,1
Autism Spectrum Disorder,hsa-mir-146a,12,206,1
Autistic Disorder,hsa-mir-146a,13,206,1
Autoimmune Diseases,hsa-mir-146a,290,206,1
Autoimmune Lymphoproliferative Syndrome,hsa-mir-146a,132,206,1
Behcet Disease,hsa-mir-146a,133,206,1
Bladder Neoplasms,hsa-mir-146a,14,206,1
Borna Disease,hsa-mir-146a,783,206,1
Brain Disease,hsa-mir-146a,135,206,1
Breast Neoplasms,hsa-mir-146a,15,206,1
"Carcinoma, Adrenocortical",hsa-mir-146a,16,206,1
"Carcinoma, Basal Cell",hsa-mir-146a,503,206,1
"Carcinoma, Bladder",hsa-mir-146a,138,206,1
"Carcinoma, Cervical",hsa-mir-146a,141,206,1
"Carcinoma, Colon",hsa-mir-146a,142,206,1
"Carcinoma, Hepatocellular",hsa-mir-146a,18,206,1
"Carcinoma, Lung",hsa-mir-146a,146,206,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-146a,20,206,1
"Carcinoma, Nasopharyngeal",hsa-mir-146a,148,206,1
"Carcinoma, Oral",hsa-mir-146a,149,206,1
"Carcinoma, Ovarian",hsa-mir-146a,150,206,1
"Carcinoma, Prostate",hsa-mir-146a,153,206,1
"Carcinoma, Renal Cell",hsa-mir-146a,21,206,1
"Carcinoma, Thyroid",hsa-mir-146a,460,206,1
"Carcinoma, Thyroid, Anaplastic",hsa-mir-146a,510,206,1
"Carcinoma, Thyroid, Papillary",hsa-mir-146a,157,206,1
Cardiotoxicity,hsa-mir-146a,755,206,1
Cardiovascular Diseases,hsa-mir-146a,23,206,1
Carotid Atherosclerosis,hsa-mir-146a,377,206,1
Cerebral Ischemia,hsa-mir-146a,296,206,1
Cerebral Malaria,hsa-mir-146a,162,206,1
Cervical Neoplasms,hsa-mir-146a,163,206,1
Chlamydial Infection,hsa-mir-146a,518,206,1
Cholangiocarcinoma,hsa-mir-146a,26,206,1
Chromosome 5q Deletion Syndrome,hsa-mir-146a,521,206,1
Chronic Heart Failure,hsa-mir-146a,422,206,1
Chronic Hepatitis B,hsa-mir-146a,28,206,1
Chronic Hepatitis C,hsa-mir-146a,166,206,1
Chronic Inflammation,hsa-mir-146a,522,206,1
Chronic Kidney Disease,hsa-mir-146a,167,206,1
Chronic Obstructive Pulmonary Disease,hsa-mir-146a,168,206,1
"Colitis, Ulcerative",hsa-mir-146a,169,206,1
Colon Neoplasms,hsa-mir-146a,29,206,1
Colorectal Carcinoma,hsa-mir-146a,30,206,1
Cor Pulmonale,hsa-mir-146a,670,206,1
Coronary Artery Disease,hsa-mir-146a,31,206,1
Coronary Restenosis,hsa-mir-146a,381,206,1
Coronavirus Infections,hsa-mir-146a,671,206,1
Creutzfeldt-Jakob Disease,hsa-mir-146a,382,206,1
Crohn Disease,hsa-mir-146a,32,206,1
Cystic Fibrosis,hsa-mir-146a,531,206,1
Dermatomyositis,hsa-mir-146a,383,206,1
Diabetes Mellitus,hsa-mir-146a,34,206,1
"Diabetes Mellitus, Type 1",hsa-mir-146a,35,206,1
"Diabetes Mellitus, Type 2",hsa-mir-146a,36,206,1
Diabetic Nephropathy,hsa-mir-146a,176,206,1
Diabetic Peripheral Neuropathy,hsa-mir-146a,676,206,1
Diabetic Retinopathy,hsa-mir-146a,300,206,1
Digestive System Neoplasms,hsa-mir-146a,177,206,1
Down Syndrome,hsa-mir-146a,301,206,1
Eczema Herpeticum,hsa-mir-146a,302,206,1
Endometrial Neoplasms,hsa-mir-146a,183,206,1
Enterovirus Infection,hsa-mir-146a,548,206,1
Eosinophilic Esophagitis,hsa-mir-146a,39,206,1
Epilepsy,hsa-mir-146a,185,206,1
Esophageal Neoplasms,hsa-mir-146a,186,206,1
Gastric Neoplasms,hsa-mir-146a,42,206,1
Gastrointestinal Neoplasms,hsa-mir-146a,193,206,1
Generalized Epilepsy with Febrile Seizures Plus,hsa-mir-146a,385,206,1
Gerstmann-Straussler-Scheinker Syndrome,hsa-mir-146a,833,206,1
Glioblastoma,hsa-mir-146a,43,206,1
Glomerulonephritis,hsa-mir-146a,45,206,1
Gout,hsa-mir-146a,386,206,1
Graft-Versus-Host Disease,hsa-mir-146a,197,206,1
Graves Disease,hsa-mir-146a,46,206,1
Graves Ophthalmopathy,hsa-mir-146a,336,206,1
Head And Neck Neoplasms,hsa-mir-146a,198,206,1
Heart Failure,hsa-mir-146a,47,206,1
Hemoglobin Diseases,hsa-mir-146a,562,206,1
Hepatitis B Virus Infection,hsa-mir-146a,201,206,1
Hepatitis C Virus Infection,hsa-mir-146a,49,206,1
Hirschsprung Disease,hsa-mir-146a,204,206,1
Human Immunodeficiency Virus Infection,hsa-mir-146a,50,206,1
Human Papilloma Virus Infection,hsa-mir-146a,328,206,1
Huntington Disease,hsa-mir-146a,205,206,1
Hypertension,hsa-mir-146a,51,206,1
IgA Nephropathy,hsa-mir-146a,389,206,1
Immune System Disease,hsa-mir-146a,425,206,1
Immune Thrombocytopenic Purpura,hsa-mir-146a,210,206,1
Infection,hsa-mir-146a,426,206,1
Inflammation,hsa-mir-146a,211,206,1
Inflammatory Bowel Diseases,hsa-mir-146a,466,206,1
Influenza,hsa-mir-146a,212,206,1
Intracranial Aneurysm,hsa-mir-146a,390,206,1
Intrahepatic Cholangiocarcinoma,hsa-mir-146a,216,206,1
Ischemia-Reperfusion Injury,hsa-mir-146a,218,206,1
Ischemic Heart Disease,hsa-mir-146a,219,206,1
Japanese Encephalitis Virus Infection,hsa-mir-146a,575,206,1
Juvenile Rheumatoid Arthritis,hsa-mir-146a,437,206,1
Kaposi Sarcoma,hsa-mir-146a,391,206,1
Keratitis,hsa-mir-146a,577,206,1
Kidney Diseases,hsa-mir-146a,220,206,1
Leprosy,hsa-mir-146a,392,206,1
Leukemia,hsa-mir-146a,55,206,1
"Leukemia, Lymphoblastic, Acute",hsa-mir-146a,57,206,1
"Leukemia, Lymphocytic, Chronic, B-Cell",hsa-mir-146a,59,206,1
"Leukemia, Myeloid, Acute",hsa-mir-146a,60,206,1
"Leukemia, Myeloid, Chronic",hsa-mir-146a,62,206,1
"Leukemia, Promyelocytic, Acute",hsa-mir-146a,64,206,1
"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",hsa-mir-146a,67,206,1
Lichen Planus,hsa-mir-146a,694,206,1
Listeriosis,hsa-mir-146a,428,206,1
Liver Cirrhosis,hsa-mir-146a,226,206,1
Liver Diseases,hsa-mir-146a,227,206,1
Liver Neoplasms,hsa-mir-146a,229,206,1
Lung Neoplasms,hsa-mir-146a,69,206,1
Lupus Nephritis,hsa-mir-146a,232,206,1
Lupus Vulgaris,hsa-mir-146a,70,206,1
Lymphoma,hsa-mir-146a,71,206,1
"Lymphoma, B-Cell",hsa-mir-146a,72,206,1
"Lymphoma, Burkitt",hsa-mir-146a,233,206,1
"Lymphoma, Large B-Cell",hsa-mir-146a,347,206,1
"Lymphoma, T-Cell",hsa-mir-146a,236,206,1
Macular Degeneration,hsa-mir-146a,397,206,1
Medulloblastoma,hsa-mir-146a,314,206,1
Melanoma,hsa-mir-146a,76,206,1
Meningitis,hsa-mir-146a,587,206,1
Mesial Temporal Lobe Epilepsy,hsa-mir-146a,241,206,1
Metabolic Syndrome,hsa-mir-146a,242,206,1
Moyamoya Disease,hsa-mir-146a,316,206,1
Multiple Myeloma,hsa-mir-146a,79,206,1
Multiple Sclerosis,hsa-mir-146a,80,206,1
Muscle Atrophy,hsa-mir-146a,244,206,1
Muscular Dystrophy,hsa-mir-146a,246,206,1
Myasthenia Gravis,hsa-mir-146a,81,206,1
Mycobacterium Avium Complex Disease,hsa-mir-146a,800,206,1
Myelodysplastic Syndromes,hsa-mir-146a,82,206,1
Myocardial Infarction,hsa-mir-146a,83,206,1
Myocardial Ischemic-Reperfusion Injury,hsa-mir-146a,251,206,1
Nasopharyngeal Neoplasms,hsa-mir-146a,84,206,1
Neoplasms,hsa-mir-146a,85,206,1
Neurodegenerative Diseases,hsa-mir-146a,86,206,1
Non-Neoplastic Diseases,hsa-mir-146a,255,206,1
Non-Syndromic Orofacial Clefts,hsa-mir-146a,401,206,1
Obesity,hsa-mir-146a,87,206,1
Oral Lichen Planus,hsa-mir-146a,318,206,1
